Make,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age
فولكسفاجن,70000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,2.0,1,1,0,0,0,0,1,1,6.0,12
هونداي,60000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,180000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,0,1,1,6.0,14
فولكسفاجن,345000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,227000.0,إمكانية التقسيط,للبيع أو التبديل,4.0,1,1,1,1,0,1,1,1,4.0,16
كيا,120000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,130000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,1,1,1,1,4.0,7
فورد,30000,أبيض,ديزل,عمومي,فلسطينية,عادي,يدوي,2500,,نقدا فقط,للبيع أو التبديل,,0,0,0,0,0,0,0,0,9.0,31
اوبل,30000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,300000.0,نقدا فقط,للبيع فقط,2.0,1,1,0,0,0,1,0,1,4.0,23
هونداي,51000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,120000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,1,0,0,4.0,15
ستروين,100000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,0,0,1,0,1,6.0,10
فورد,30000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,,0,0,0,0,0,0,0,0,7.0,25
هوندا,48000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,نقدا فقط,للبيع فقط,,1,1,0,0,0,1,0,1,4.0,16
بيجو,69000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,0,1,1,4.0,11
سكودا,75000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,300000.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,0,1,4.0,14
كيا,40000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,2.0,0,0,0,0,0,0,0,0,,16
فورد,66000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,12000.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,0,1,4.0,9
سيت,110000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,8000.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,4.0,3
بيجو,45200,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,48000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,11
فورد,47000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1595,,نقدا فقط,للبيع أو التبديل,1.0,0,0,0,0,0,0,0,0,4.0,9
بي,105000,عدة الوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,130000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,1,1,1,1,4.0,17
فورد,39000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,95000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,10
هونداي,32000,أخضر,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,0,1,1,4.0,12
جييب,85000,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,106000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,9
فولكسفاجن,49000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,133000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,15
اوبل,39000,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,0,1,4.0,12
كيا,43500,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,88000.0,إمكانية التقسيط,للبيع فقط,,1,1,0,1,0,0,0,1,,17
فولكسفاجن,60000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,211000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,0,1,0,1,0,0,4.0,15
سوبارو,2000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,12.0,0,0,0,1,0,1,1,1,4.0,37
هونداي,140000,ذهبي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,39600.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,1,1,0,1,4.0,5
هونداي,60000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100000.0,نقدا فقط,للبيع فقط,1.0,1,1,0,1,0,1,1,1,4.0,10
هونداي,32500,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع أو التبديل,7.0,0,0,0,1,0,0,1,0,4.0,17
هونداي,65000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,160000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,6.0,16
كيا,52000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,9
فولكسفاجن,28000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,1,0,0,1,0,1,1,1,4.0,24
فولكسفاجن,55000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,100000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,0,1,0,1,1,1,1.0,19
فورد,42000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,120000.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,0,1,4.0,10
سكودا,82000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,83000.0,نقدا فقط,للبيع فقط,,1,1,1,1,1,1,1,1,4.0,9
فيات,30000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1250,200000.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,0,1,0,1,4.0,10
داف,50000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,4000,,نقدا فقط,للبيع أو التبديل,,0,1,1,1,0,0,0,0,2.0,25
ستروين,74999,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,29000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,0,1,4.0,5
بي,22000,جيشي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,,إمكانية التقسيط,للبيع فقط,,1,0,0,1,0,0,1,1,4.0,37
بيجو,27000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,1,1,0,1,0,1,0,0,4.0,15
هونداي,50000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,156000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,1,0,1,4.0,16
ستروين,60000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,115000.0,إمكانية التقسيط,للبيع فقط,2.0,0,0,0,0,0,0,0,0,4.0,8
بيجو,28000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160000.0,نقدا فقط,للبيع فقط,4.0,1,1,0,1,0,0,0,1,,16
اوبل,13000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,نقدا فقط,للبيع فقط,,0,0,0,0,0,0,0,0,4.0,41
كيا,51000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000.0,نقدا فقط,للبيع فقط,,1,1,0,1,0,1,1,1,4.0,15
نيسان,68000,كحلي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,52000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,6.0,9
كيا,45000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,8
هونداي,37000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,250.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,0,1,1,1,4.0,17
بيجو,69500,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,6.0,7
هونداي,66000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,,9
هونداي,103000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,77.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,1,4.0,6
مرسيدس,120000,زيتي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,10
فولكسفاجن,36000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,إمكانية التقسيط,للبيع فقط,,1,1,1,1,0,0,0,0,4.0,17
كيا,60000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,80.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,0,0,1,1,1,,9
فولكسفاجن,62000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,91000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,21
اوبل,14000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,0.0,نقدا فقط,للبيع فقط,0.0,0,1,1,1,0,0,0,0,4.0,41
سكودا,51000,جيشي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,240000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,0,1,0,0,0,1,4.0,15
سيت,74000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,71000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,0,1,0,1,1,1,4.0,5
هونداي,60000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,175.0,إمكانية التقسيط,للبيع أو التبديل,4.0,1,1,1,1,1,1,1,1,,10
سيت,74000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,70000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,7
سكودا,52000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,200.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,0,1,1,1,4.0,15
اودي,31000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,19000.0,نقدا فقط,للبيع أو التبديل,4.0,1,1,1,1,1,1,0,1,4.0,26
فولكسفاجن,4500,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1300,0.0,نقدا فقط,للبيع فقط,5.0,0,0,0,1,0,0,0,0,,42
هونداي,37000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,80000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,0,1,4.0,16
سكودا,44000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,0.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,0,1,4.0,11
مرسيدس,29000,فضي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1700,100000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,0,1,0,1,4.0,23
فولكسفاجن,70000,أسود ميتالك,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1900,290.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,0,1,0,1,1,1,6.0,14
اوبل,25000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,نقدا فقط,للبيع أو التبديل,3.0,1,1,0,1,0,1,0,1,4.0,20
هوندا,25000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,6.006869666666686e+21,إمكانية التقسيط,للبيع فقط,4.0,1,1,1,1,1,1,1,1,4.0,28
فولكسفاجن,44000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,10000.0,نقدا فقط,للبيع فقط,2.0,1,0,1,1,0,1,1,0,5.0,15
هونداي,45000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,18
كيا,85000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,170000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,7
هونداي,60000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,0.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,1,1,1,1,4.0,16
كيا,75000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,119000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,6
كيا,67000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,122000.0,نقدا فقط,للبيع فقط,,1,1,0,1,1,1,1,1,4.0,12
فولكسفاجن,41000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,0.0,نقدا فقط,للبيع فقط,6.0,1,0,0,1,0,1,1,1,4.0,15
فورد,45000,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,1850,22000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,0,0,1,4.0,18
ستروين,55000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,0,0,1,4.0,9
مازدا,45000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,67.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,6.0,23
بي,215000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,8000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,9
كيا,40000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,220000.0,نقدا فقط,للبيع فقط,0.0,1,1,0,1,0,1,0,1,4.0,11
سكودا,75000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1800,112000.0,نقدا فقط,للبيع فقط,0.0,1,1,0,1,1,1,0,1,4.0,11
كيا,116000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,1,1,6.0,8
سكودا,65000,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,370000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,0,1,0,1,4.0,12
فولكسفاجن,28000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1900,,نقدا فقط,للبيع فقط,,1,1,1,1,0,0,0,1,4.0,18
سكودا,38500,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,600000.0,نقدا فقط,للبيع فقط,6.0,1,1,1,1,0,1,0,1,4.0,18
هونداي,24000,أبيض,بنزين,تدريب سياقة,فلسطينية,عادي,الكتروني,1600,123456.0,إمكانية التقسيط,للبيع أو التبديل,3.0,0,1,0,1,0,1,0,0,4.0,23
كيا,80000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,40000.0,إمكانية التقسيط,للبيع فقط,0.0,1,1,1,1,1,1,0,0,4.0,6
كيا,38000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,190000.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,1,1,1,4.0,15
اوبل,40000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,0,1,4.0,14
هونداي,35000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,169000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,0,1,4.0,17
فولكسفاجن,35000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,0.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,0,0,4.0,22
تويوتا,17000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,,نقدا فقط,للبيع فقط,1.0,0,0,0,0,0,0,0,0,1.0,5
فولكسفاجن,40000,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,5.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,0,1,0,0,5.0,18
هونداي,100000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,0.0,0,0,0,0,0,0,0,0,4.0,4
هونداي,35000,أبيض عاجي,بنزين,تدريب سياقة,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,1.0,1,1,0,1,0,0,0,1,4.0,16
سكودا,37000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,0.0,نقدا فقط,للبيع فقط,,1,0,0,0,0,0,0,0,4.0,14
مرسيدس,175000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,77000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,9
فولكسفاجن,110000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع أو التبديل,,1,0,1,1,0,1,0,0,4.0,9
دراجة,13000,أخضر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,3000.0,نقدا فقط,للبيع فقط,1.0,0,0,0,0,0,0,0,0,1.0,3
فولكسفاجن,35000,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,يدوي,1600,,إمكانية التقسيط,للبيع فقط,8.0,1,0,0,1,0,0,1,0,6.0,37
سوبارو,38000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,3.0,1,0,1,1,1,0,1,0,4.0,26
ميتسوبيشي,165000,عدة الوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,0.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,1,1,1,1,1,1,6.0,6
سيت,45000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,72000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,0,1,4.0,12
فيات,14000,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,,نقدا فقط,للبيع فقط,,0,1,0,0,0,1,1,0,4.0,37
رينو,11000,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,0.0,إمكانية التقسيط,للبيع أو التبديل,11.0,0,0,0,1,0,1,0,0,4.0,36
