Make,Year,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Additions,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,Drive Type
سكودا اوكتافيا,2012,53000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,600,نقدا فقط,للبيع أو التبديل,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,0,0,1,1,1,4+1,دفع أمامي
فولكسفاجن كادي,2018,120000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,133000,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية",1,1,0,1,0,0,0,1,6+1,
مرسيدس فيانو,2007,45000,برتقالي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2200,,إمكانية التقسيط,للبيع فقط,,,0,0,0,0,0,0,0,0,7+1,دفع خلفي
سيت ليون,2015,68000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,80000 فقط,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
شفروليه كابتيفا,2009,80000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,6+1,
هونداي H1,2006,32000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,,"جهاز إنذار
مسجل CD",0,0,1,1,0,0,0,0,٧+1,
اوبل كاديت,1984,12000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,مسجل CD,0,0,0,1,0,0,0,0,4+1,
مرسيدس E270,2003,65000,كحلي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,3000,250000,إمكانية التقسيط,للبيع فقط,يد 3,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,1,1,1,1,4+1,
هونداي توسان,2008,65000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,1,1,0,1,4+1,
هونداي افانتي,2005,36000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
جنطات مغنيسيوم
فرش جلد",1,0,0,0,0,1,1,0,4+1,دفع أمامي
كيا سورينتو,2015,165000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,88000,إمكانية التقسيط,للبيع أو التبديل,يد اولة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,6+1,دفع رباعي 4x4
فورد فيستا,2014,38000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,140000,نقدا فقط,للبيع أو التبديل,3,,0,0,0,0,0,0,0,0,4+1,دفع أمامي
سكودا اوكتافيا,2011,61000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,290,إمكانية التقسيط,للبيع أو التبديل,٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,دفع أمامي
كيا بيكانتو,2016,40000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,55000,نقدا فقط,للبيع فقط,1,"مُكيّف
مسجل CD",1,0,0,1,0,0,0,0,4+1,
هونداي سانتافيه,2014,115000,أحمر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,6+1,دفع رباعي 4x4
كيا سبورتاج,2013,98000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,نقدا فقط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
اوبل اسكونا,1983,11000,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,0,1,1,1,4+1,
كيا مورننغ,2016,45000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
فورد فيستا,2014,50000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,65000,نقدا فقط,للبيع فقط,اولى,,0,0,0,0,0,0,0,0,4+1,
بيجو 306,1999,16000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,,مسجل CD,0,0,0,1,0,0,0,0,4+1,
هونداي H1,1999,17000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2600,00000000,نقدا فقط,للبيع فقط,رابعة,,0,0,0,0,0,0,0,0,6+1,
اوبل استرا,2006,45000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,200000,نقدا فقط,للبيع فقط,تالته,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,0,1,1,1,4+1,
سوبارو نملة,1982,9000,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,750000,نقدا فقط,للبيع أو التبديل,15,فرش جلد,0,0,0,0,0,0,1,0,4+1,
سكودا اوكتافيا,2006,40000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,40000,إمكانية التقسيط,للبيع فقط,١٢,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم",1,1,0,1,0,1,0,0,4+1,دفع أمامي
فورد فوكس,2011,35000,بترولي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,150000,نقدا فقط,للبيع فقط,3,"إغلاق مركزي
مسجل CD
جنطات مغنيسيوم",0,1,0,1,0,1,0,0,4+1,
كيا سبورتاج,2019,117000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,93000,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,دفع أمامي
داتشيا ستيب واي,2016,75000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1500,١١,نقدا فقط,للبيع أو التبديل,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,0,1,1,4+1,
هوندا I30,2009,60000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد",1,0,1,1,1,1,1,0,4+1,
لاندروفر ديسكفري,1996,45000,أخضر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,400,إمكانية التقسيط,للبيع فقط,4,"مُكيّف
مسجل CD
جنطات مغنيسيوم
فرش جلد",1,0,0,1,0,1,1,0,6+1,
رينو R9,1982,10000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1235,,نقدا فقط,للبيع فقط,٨,,0,0,0,0,0,0,0,0,,
بيجو بارتنر,2015,62000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,٢٠٠٠٠٠,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
فرش جلد",1,1,0,1,1,0,1,0,4+1,
فيات بونتو,1995,9500,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,0,1,0,1,0,1,,
فولكسفاجن كادي,2015,108000,بني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,60000,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,0,1,1,6+1,
سيت ليون,2015,65000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,96000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,0,1,1,1,4+1,
سكودا فابيا,2017,72999,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,,إمكانية التقسيط,للبيع أو التبديل,استيراد الماني,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,4+1,
هونداي i30,2014,64000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,43000,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,,
هونداي اكسنت,2010,40000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,115,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
كيا فورتي,2009,40000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,9999,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,دفع أمامي
سكودا اوكتافيا,2015,102000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,92000,إمكانية التقسيط,للبيع أو التبديل,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
هونداي جيتس,2007,39000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,132000,نقدا فقط,للبيع فقط,7,"إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",0,1,1,1,1,1,0,1,4+1,
هونداي سانتافيه,2018,142000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,94000,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد",1,1,1,1,0,1,1,0,6+1,دفع رباعي 4x4
بي ام دبليو BMW 428i,2015,239000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,61000,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
سيت ليون,2019,100000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,36500,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,1,1,0,1,4+1,
بي ام دبليو X5,2009,170000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,6+1,
فولكسفاجن جولف,2017,110000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,63000,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,دفع أمامي
مرسيدس 410,1990,45000,أبيض,ديزل,تجاري,فلسطينية,عادي,يدوي,3000,380000,نقدا فقط,للبيع فقط,3,"مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",0,0,0,1,0,1,1,1,6+1,
كيا فورتي,2009,50000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,١,إمكانية التقسيط,للبيع أو التبديل,يد ٣,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
مرسيدس 250,2015,137000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,5+1,
كيا برايد,2007,40000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,نقدا فقط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,دفع أمامي
سوبارو نملة,1982,2300,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,,,0,0,0,0,0,0,0,0,4+1,
هونداي افانتي,2005,31000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,0,0,1,0,1,4+1,
هونداي توسان,2007,44000,زيتي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,17990,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
فولكسفاجن جولف,1979,18000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1600,٢٠٠,نقدا فقط,للبيع فقط,١٢,"مسجل CD
جنطات مغنيسيوم
فرش جلد",0,0,0,1,0,1,1,0,4+1,
هونداي توسان,2012,87000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,1,1,1,1,4+1,
بيجو بارتنر,2016,60000,بترولي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,120,نقدا فقط,للبيع فقط,ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,6+1,
هونداي توسان,2015,95000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,94996,نقدا فقط,للبيع أو التبديل,-,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,,دفع أمامي
فيات 127,1983,4000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,903,,نقدا فقط,للبيع فقط,,مسجل CD,0,0,0,1,0,0,0,0,4+1,
دراجة نارية 2016,2016,6500,أصفر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,125,نقدا فقط,للبيع فقط,0,"مُكيّف
فتحة سقف",1,0,0,0,1,0,0,0,1+1,
