Make,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age,Price
كيا,أحمر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,79000.0,نقدا فقط,للبيع أو التبديل,1,1,1,0,1,0,1,1,1,4,8.0,68000
ايسوزو,رصاصي,ديزل,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,3000,18665.6,نقدا فقط,للبيع فقط,3,1,1,1,1,0,1,1,1,6,22.0,10500
سكودا,أسود,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,181000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,4.0,114000
سكودا,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,45000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,3.0,120000
اودي,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,169341.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,1,1,1,1,4,10.0,156000
فولكسفاجن,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,123888.0,إمكانية التقسيط,للبيع فقط,3,1,0,0,1,0,0,0,0,7,21.0,38000
فيات,أبيض,بنزين,تأجير,فلسطينية,عادي,الكتروني,1000,284922.0,إمكانية التقسيط,للبيع أو التبديل,4,1,1,1,1,0,1,0,0,4,31.0,15000
ايسوزو,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,4800,18665.6,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,0,0,1,2,22.0,60000
كيا,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,190000.0,نقدا فقط,للبيع فقط,3,1,1,0,1,0,1,1,1,4,14.0,42000
كيا,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,9000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,7.0,52000
كيا,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,32.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,0,0,0,0,1,4,7.0,43000
فولكسفاجن,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,140000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,8,9.0,145000
ستروين,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,16000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,6.0,82000
فولكسفاجن,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,240.0,نقدا فقط,للبيع فقط,0,0,0,0,0,0,0,0,0,7,15.0,75000
هونداي,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,33500.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,5.0,99000
فيات,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,905,125000.0,نقدا فقط,للبيع أو التبديل,10,1,0,0,1,0,0,0,0,4,39.0,5500
سوبارو,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,24315.4,نقدا فقط,للبيع فقط,6,0,0,0,0,0,0,0,0,4,40.0,12000
بيجو,أحمر,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1200,28000.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,1,0,0,4,6.0,53000
كيا,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,88000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,10.0,65000
هونداي,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000.0,نقدا فقط,للبيع فقط,1,1,1,0,1,1,1,0,1,4,12.0,56500
سيت,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,19000.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,0,1,4,4.0,98999
اودي,رمادي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,106424.8,نقدا فقط,للبيع فقط,5,0,0,0,0,0,0,0,0,4,37.0,15000
اودي,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,145820.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,21.0,40000
سكودا,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,45000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,0,1,4,7.0,73000
هونداي,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,114000.0,نقدا فقط,للبيع فقط,4,1,1,1,1,0,1,1,0,4,9.0,60000
فولكسفاجن,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,150068.0,إمكانية التقسيط,للبيع فقط,3,1,1,1,1,0,0,1,1,2,21.0,45000
اوبل,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,150068.0,نقدا فقط,للبيع فقط,3,1,1,0,1,0,1,0,1,4,21.0,30000
سكودا,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,50000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,8.0,95000
بي,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,108060.0,نقدا فقط,للبيع فقط,2,1,0,0,0,1,1,0,1,4,18.0,80000
سكودا,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,0,1,4,5.0,116000
ميتسوبيشي,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,169341.0,إمكانية التقسيط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,10.0,160000
سيت,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1500,22403.0,نقدا فقط,للبيع فقط,0,0,1,0,1,1,1,0,0,4,35.0,14000
هونداي,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,55000.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,1,1,1,1,4,5.0,100000
كيا,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90200.0,نقدا فقط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,6.0,78000
فولكسفاجن,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,110000.0,نقدا فقط,للبيع أو التبديل,3,1,0,0,1,0,1,1,0,4,7.0,90000
باص,أبيض,ديزل,تجاري,فلسطينية,عادي,يدوي,2500,186800.0,نقدا فقط,للبيع فقط,2,0,0,0,0,0,0,0,0,6,17.0,48000
اوبل,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,41238.2,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,0,1,3,24.0,30000
اوبل,رصاصي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,75400.4,نقدا فقط,للبيع فقط,4,1,0,0,1,0,1,0,0,6,19.0,30000
هونداي,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,8.0,95000
فولكسفاجن,زيتي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,48376.0,نقدا فقط,للبيع فقط,0,0,0,0,1,1,1,1,1,4,42.0,9000
فولكسفاجن,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,70501.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,0,1,0,0,1,0,7,14.0,75000
فولكسفاجن,عدة الوان,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,56.0,نقدا فقط,للبيع أو التبديل,0,1,1,1,1,0,1,0,1,4,8.0,65000
أفيكو,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,28000.0,نقدا فقط,للبيع فقط,3,1,1,1,1,0,0,0,1,2,12.0,68000
فورد,أزرق,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,170000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,0,0,1,4,14.0,36000
سكودا,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,2.0,215000
فولكسفاجن,زيتي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1000.0,نقدا فقط,للبيع أو التبديل,2,1,0,0,1,0,0,0,0,4,19.0,35000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70410.0,إمكانية التقسيط,للبيع فقط,1,1,1,0,1,1,1,1,1,4,7.0,145000
سكودا,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,86000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,4.0,122000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,7.0,92000
شفروليه,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000.0,نقدا فقط,للبيع أو التبديل,3,0,1,1,1,0,0,0,1,4,17.0,32500
هونداي,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,170000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,6.0,66000
هونداي,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,186800.0,نقدا فقط,للبيع فقط,2,1,0,0,1,1,0,1,1,4,17.0,52000
كيا,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,88000.0,نقدا فقط,للبيع فقط,3,1,1,1,1,1,1,1,1,4,8.0,100005
فولكسفاجن,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,250000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,7,12.0,85000
اوبل,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,72412.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,0,1,0,1,0,1,6,8.0,115000
مرسيدس,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,108060.0,نقدا فقط,للبيع فقط,3,1,1,1,1,1,1,1,1,4,18.0,72000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,155418.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,0,1,6,16.0,60000
اوبل,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,160.0,إمكانية التقسيط,للبيع أو التبديل,5,1,1,0,1,0,1,0,1,4,18.0,41000
فورد,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,70410.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,7.0,59000
سكودا,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,98656.0,نقدا فقط,للبيع أو التبديل,2,1,1,0,1,0,1,0,1,4,12.0,44000
كيا,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,130000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,7.0,44000
فولكسفاجن,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,1,1,1,1,4,21.0,40000
فولكسفاجن,أصفر,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,54357.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,7,12.0,90000
سكودا,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,72412.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,8.0,90000
مرسيدس,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,2000,150.0,نقدا فقط,للبيع فقط,1,1,1,0,1,1,1,0,0,4,31.0,34000
فولكسفاجن,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,123850.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,6,15.0,52000
هونداي,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,123850.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,15.0,30000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000.0,إمكانية التقسيط,للبيع فقط,0,1,1,1,1,0,1,1,1,6,6.0,115000
سكودا,أزرق سماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,300.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,18.0,46000
سكودا,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150.0,إمكانية التقسيط,للبيع أو التبديل,5,1,1,1,1,0,1,0,1,4,11.0,75000
فورد,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,200.0,إمكانية التقسيط,للبيع فقط,3,1,1,1,1,0,1,1,1,4,11.0,36000
فورد,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,102600.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,0,0,1,4,9.0,44000
كيا,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,45000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,4.0,53999
فيات,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,22403.0,إمكانية التقسيط,للبيع أو التبديل,18,0,0,0,0,0,0,0,0,4,35.0,9000
كيا,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,87000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,0,1,1,4,8.0,41000
فولكسفاجن,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,120.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,6,9.0,95000
مازدا,أسود ميتالك,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,60800.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,12.0,60000
مرسيدس,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,290,300.0,إمكانية التقسيط,للبيع أو التبديل,3,0,0,0,0,0,0,0,0,7,24.0,26000
فولكسفاجن,رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,90.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,0,1,4,11.0,72000
اوبل,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,71000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,9.0,50000
فولكسفاجن,برتقالي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,168800.0,نقدا فقط,للبيع فقط,0,1,1,1,1,1,1,1,1,7,11.0,75000
هونداي,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,155418.0,نقدا فقط,للبيع فقط,2,1,1,0,1,0,0,0,0,4,16.0,33000
اوبل,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,110000.0,نقدا فقط,للبيع فقط,2,1,1,0,1,0,1,0,1,4,10.0,40000
هونداي,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,108060.0,نقدا فقط,للبيع فقط,1,1,1,0,1,0,1,0,1,4,18.0,38000
هونداي,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,33500.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,5.0,63000
فولكسفاجن,خمري,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,170.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,1,1,1,6,7.0,100000
سكودا,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,30000.0,نقدا فقط,للبيع أو التبديل,0,1,1,1,1,0,0,1,1,5,8.0,89000
كيا,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,130000.0,نقدا فقط,للبيع فقط,1,1,0,1,1,0,1,1,1,4,7.0,67000
ستروين,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,172000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,10.0,50000
اوبل,سكني,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,106424.8,نقدا فقط,للبيع أو التبديل,6,0,0,0,1,0,0,0,0,4,37.0,7000
هونداي,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,81000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,1,1,1,1,4,11.0,74000
مرسيدس,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,147891.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,1,1,0,1,1,1,4,23.0,15000
اوبل,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,18665.6,نقدا فقط,للبيع فقط,5,1,1,1,1,1,1,0,1,4,22.0,28000
مرسيدس,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,79665.2,إمكانية التقسيط,للبيع فقط,4,1,1,1,1,1,1,1,1,4,29.0,40000
اوبل,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,140000.0,إمكانية التقسيط,للبيع أو التبديل,4,1,1,0,1,0,0,0,1,4,15.0,32000
فيات,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,135000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,0,1,0,4,15.0,35000
مرسيدس,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2000,150391.6,نقدا فقط,للبيع فقط,1,0,0,0,0,0,0,0,0,2,25.0,32000
سكودا,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,72412.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,0,1,4,8.0,120000
فولكسفاجن,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,124400.0,نقدا فقط,للتبديل فقط,0,0,0,0,0,0,1,1,0,4,51.0,25000
فولكسفاجن,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,180000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,1,1,0,1,4,16.0,57000
هونداي,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,102600.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,9.0,88000
فولكسفاجن,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,14000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,13.0,66000
دايو,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,150000.0,نقدا فقط,للبيع فقط,3,1,1,1,0,0,1,0,1,4,21.0,20000
سوبارو,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,24315.4,نقدا فقط,للبيع فقط,10,0,0,0,1,0,0,0,0,4,40.0,10000
مرسيدس,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2800,87800.0,نقدا فقط,للبيع فقط,5,1,1,1,1,1,1,0,0,4,39.0,38000
